10000
18,97107486
19,13127018
16,79484134
19,42087691
16,37421851
22,25768291
21,54954764
22,79253062
22,19456413
23,24479337
16,91484924
20,13110163
18,57568892
15,71732025
20,71301230
24,92952245
16,81656559
19,7712077
20,21129612
21,31626741
23,45106914
17,37145119
22,8688211
23,50411897
16,79340912
21,94219801
22,22510177
16,16339455
20,76306508
23,33850277
18,61978189
22,72242645
17,83181661
21,82144881
16,41783211
24,13200239
23,6105637
16,47128485
19,71583074
18,65489743
22,60713784
19,72069764
17,39989207
18,43114597
17,31536634
20,30436650
20,8419926
17,35328631
20,41414954
20,50781522
16,14115324
23,66171810
18,90196106
23,85559699
17,62002382
21,71558151
19,78554515
21,42696151
18,9404924
15,50917217
17,54014673
21,61577363
20,53516785
19,96618792
21,52395399
23,47382345
23,95584796
20,66981033
23,7387206
22,42098094
21,44409470
21,89553185
21,28286350
17,57527905
19,60049786
19,45509591
17,48968777
20,43997490
17,78407327
23,48752502
23,65728833
16,16470006
15,4839839
17,18864209
17,8229484
16,92592617
17,4827054
15,83586311
20,93940380
23,89197617
16,47246960
22,94623463
23,16142739
20,84462930
18,96580970
22,22791505
20,67713785
17,29296473
22,12930023
22,46553640
17,44267757
22,18138476
19,10913653
19,36217562
22,21485969
20,76129412
23,57717894
16,99619563
16,47073402
22,71904599
17,69468417
20,40227299
20,26282164
20,7153272
16,35310614
21,60547725
16,35042297
22,50865169
18,62082875
23,70519232
18,65393384
22,62861311
24,53942236
16,64912127
16,36862645
20,23923663
23,9717349
20,31173305
24,76678657
22,69812041
22,96961415
19,92314818
21,48288143
22,41943030
23,58052688
22,92004381
22,82664024
23,68335870
18,26333956
20,70293813
22,31283629
21,31143243
23,3218432
23,26384406
16,15752774
18,81825447
18,8328281
22,13162829
22,42131736
22,75701302
19,49093151
19,24648922
22,30715488
20,72214813
22,26352844
16,531053
19,42855667
16,92407512
17,71511255
19,69157158
22,78561403
22,10073592
16,59339165
17,5069491
15,55558648
21,53403556
22,40890419
24,55416340
21,7715427
21,95579270
23,58481084
20,94611178
19,79529060
23,30954842
20,96360354
20,82748647
18,6802126
22,69675133
18,1014091
17,99209529
19,98597729
19,71766911
17,42868540
19,28149856
17,11351601
20,18512830
17,22377332
15,12687456
22,41261137
18,97566157
19,57412926
20,40501301
21,78536878
22,61307583
17,54479299
22,20238762
21,70045873
22,52047118
17,74899559
19,85559966
15,13311287
15,71167933
17,89390856
21,45269559
17,1913395
16,38056599
24,75610981
19,77829173
17,16991849
22,72678735
18,51935630
19,4411437
19,39442692
20,26327715
20,34456432
16,27924921
22,62726714
18,98484129
16,34799763
23,10292679
23,38443020
23,44944626
21,316179
24,10107615
17,90283002
18,63802539
15,53910570
17,42576654
16,68920726
19,14475297
22,58166274
18,48005119
18,44900442
23,74372040
24,12986473
22,15408009
18,50038316
18,15795566
18,20427970
22,64761846
24,32021290
24,16703145
21,1930483
22,16089131
23,35507943
21,28587871
18,96683684
16,2701072
24,48091398
21,5040389
15,14056326
19,78033264
18,73867887
19,89876086
21,63002662
21,39832544
20,73832636
20,23780098
22,87199058
15,17980356
21,82600811
19,59711984
17,28664177
17,52742480
18,32806318
22,32937392
16,19076732
24,71112103
22,53965399
20,86923504
16,52188027
19,56018212
21,86553224
23,37881334
24,94766185
18,47216941
18,23758970
18,79705277
22,49619206
16,71691637
17,40574165
21,38564018
15,52024912
15,25406134
18,28495420
16,80249346
17,13239869
16,85090439
19,78217921
17,66597425
18,41555730
23,33099608
17,72881153
21,50835191
18,37548949
22,49440494
20,54180934
22,15785451
18,14824628
21,56700112
22,32331831
20,84965889
23,86468368
22,88560951
17,12428960
20,5434857
22,79620621
23,36693184
16,54226773
23,70421267
20,81327241
17,55941220
20,15801725
17,21457781
16,97797329
18,75160704
23,56245900
19,35726538
20,80083890
23,24603391
23,40534103
19,52766801
22,31422821
16,76951692
24,67937039
17,27934300
19,72541374
20,31598353
20,10162570
20,28412209
16,42406649
18,45761425
20,41998251
24,51946538
18,42862668
19,5960872
23,23060630
21,52589246
19,99880652
24,70786417
23,22741784
20,77619203
16,83190223
22,36231945
16,36230127
17,26573903
17,94082567
17,21999870
15,98090874
24,16055651
17,20129749
20,68932471
18,51471745
20,42230572
18,39982487
21,63071612
17,60497269
19,1990441
22,43545431
19,98011665
18,61865498
16,53112142
16,14737539
17,1668041
20,37000843
19,33375283
23,78542216
15,9312482
21,68844181
17,65644797
22,29039881
21,73424858
16,96936280
20,10818372
19,91704933
18,12059366
19,85003611
18,6124551
23,92245553
22,76970198
22,77168720
17,87031751
16,60606706
21,80258125
23,51837355
20,1801242
21,31504654
16,92686057
24,35948797
19,58886482
23,22896570
20,67977407
22,87662285
17,66409821
24,33931866
23,46375957
22,38176639
22,99268107
16,56503733
18,42759229
22,18704234
18,60825636
23,94920805
20,87043249
18,770963
19,76483355
24,15846486
18,91870394
15,88999419
22,41412621
22,66743103
23,75405161
22,60367226
20,22159569
23,83134842
15,34018370
19,43187488
23,25452438
22,58457478
20,18300366
23,69077094
16,24824531
24,81811927
18,22340334
21,50703576
21,92572511
